Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display
Enhancing Oncology Model,Texas Oncology,,"694 Hill Country Drive, Kerville, TX (30.043054, -99.150796)",694 Hill Country Drive,Kerville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1362,
Enhancing Oncology Model,Texas Oncology,,"6957 W. Plano Parkway, Plano, TX (33.016124, -96.777)",6957 W. Plano Parkway,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1363,
Enhancing Oncology Model,Texas Oncology,,"815 S. Washington Ave., Marshall, TX (32.537729, -94.367943)",815 S. Washington Ave.,Marshall,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1364,
Enhancing Oncology Model,Texas Oncology,,"6807 Emmett F Lowry Expy., Texas City, TX (29.394372, -94.987014)",6807 Emmett F Lowry Expy.,Texas City,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1365,
Enhancing Oncology Model,Texas Oncology,,"690 North 14th Street, Beaumont, TX (30.087441, -94.133196)",690 North 14th Street,Beaumont,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1366,
Enhancing Oncology Model,Texas Oncology,,"9180 Pinecroft Drive, The Woodlands, TX (30.175499, -95.453945)",9180 Pinecroft Drive,The Woodlands,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1367,
Enhancing Oncology Model,Texas Oncology,,"920 Medical Plaza Drive, The Woodlands, TX (30.174036, -95.452598)",920 Medical Plaza Drive,The Woodlands,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1368,
Enhancing Oncology Model,Texas Oncology,,"7150 N. President George Bush Hwy., Garland, TX (32.980591, -96.66118)",7150 N. President George Bush Hwy.,Garland,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1369,
Enhancing Oncology Model,Texas Oncology,,"7515 South Main St., Houston, TX (29.69974, -95.409937)",7515 South Main St.,Houston,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1370,
Enhancing Oncology Model,Texas Oncology,,"800 West Central Texas Expressway, Harker Heights, TX (31.072579, -97.681706)",800 West Central Texas Expressway,Harker Heights,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1371,
Enhancing Oncology Model,Texas Oncology,,"9750 Hillwood Parkway, Keller, TX (32.936564, -97.240981)",9750 Hillwood Parkway,Keller,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1372,
Enhancing Oncology Model,Texas Oncology,,"7400 Fannin St., Houston, TX (29.69448, -95.401204)",7400 Fannin St.,Houston,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1373,
Enhancing Oncology Model,Texas Oncology,,"7777 Forest Lane, Dallas, TX (32.911775, -96.773229)",7777 Forest Lane,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1374,
Enhancing Oncology Model,Texas Oncology,,"8196 Walnut Hill Lane, Dallas, TX (32.879541, -96.761274)",8196 Walnut Hill Lane,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1375,
Enhancing Oncology Model,Texas Oncology,,"906 West Randol Mill Road, Arlington, TX (32.749349, -97.118964)",906 West Randol Mill Road,Arlington,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1376,
Enhancing Oncology Model,Texas Oncology,,"910 E. Houston St., Tyler, TX (32.343987, -95.29135)",910 E. Houston St.,Tyler,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1377,
Enhancing Oncology Model,Texas Oncology,,"911 Foster Lane, Weatherford, TX (32.749033, -97.78703)",911 Foster Lane,Weatherford,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1378,
Enhancing Oncology Model,Texas Oncology,,"7950 Floyd Curl Drive, San Antonio, TX (29.512542, -98.575708)",7950 Floyd Curl Drive,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1379,
Enhancing Oncology Model,Texas Oncology,,"802 Medical Circle, Longview, TX (32.534134, -94.730708)",802 Medical Circle,Longview,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1380,
Enhancing Oncology Model,Texas Oncology,,"805 West 37th, Austin, TX (30.303627, -97.742604)",805 West 37th,Austin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1381,
Enhancing Oncology Model,Texas Oncology,,"701 McClintic Drive, Groesbeck, TX (31.530424, -96.530423)",701 McClintic Drive,Groesbeck,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1382,
Enhancing Oncology Model,Texas Oncology,,"8315 Walnut Hill Lane, Dallas, TX (32.884692, -96.761039)",8315 Walnut Hill Lane,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1383,
Enhancing Oncology Model,Texas Oncology,,"901 W. 38th Street, Autsin, TX (30.3046087, -97.7450515)",901 W. 38th Street,Autsin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1384,
Enhancing Oncology Model,Texas Oncology,,"9100 Lakeview Pkwy., Rowlett, TX (32.918868, -96.513189)",9100 Lakeview Pkwy.,Rowlett,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1385,
Enhancing Oncology Model,Texas Oncology,,"400 Rosalind Redfern Grover Pkwy., Midland, TX (31.997566, -102.100201)",400 Rosalind Redfern Grover Pkwy.,Midland,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1386,
Enhancing Oncology Model,Texas Oncology,,"925 Gessner Road, Houston, TX (29.781791, -95.54515)",925 Gessner Road,Houston,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1387,
Enhancing Oncology Model,Texas Oncology,,"1507 W. Main Street, Gatesville, TX (31.435215, -97.779162)",1507 W. Main Street,Gatesville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1388,
Enhancing Oncology Model,"Shenandoah Oncology, P.C.",,"400 Campus Blvd, Suite 100, Winchester, VA (39.197429, -78.189535)","400 Campus Blvd, Suite 100",Winchester,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1389,
Enhancing Oncology Model,MERCY CLINIC FORT SMITH COMMUNITIES,,"7001 Rogers Ave, Fort Smith, AR (35.355597, -94.353961)",7001 Rogers Ave,Fort Smith,AR,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1390,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"2 Shircliff Way Suite 800, Jacksonville, FL (30.307576, -81.688797)",2 Shircliff Way Suite 800,Jacksonville,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1391,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"121 Whitehall Drive, St Augustine, FL (29.856383, -81.331052)",121 Whitehall Drive,St Augustine,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1392,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"5742 Booth Road Suite A, Jacksonville, FL (30.287327, -81.605528)",5742 Booth Road Suite A,Jacksonville,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1393,
Enhancing Oncology Model,Edwards Comprehensive Cancer Center@ Cabell Huntington Hospital,,"1600 Hal Greer Boulevard, Huntington, WV (38.404513, -82.427897)",1600 Hal Greer Boulevard,Huntington,WV,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1394,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"14546 Old St Augustine Road, Bldg 1  Suite 317, Jacksonville, FL (30.138748, -81.535283)","14546 Old St Augustine Road, Bldg 1 Suite 317",Jacksonville,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1395,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"1375 Roberts Drive Suite 103, Jacksonville Beach, FL (30.273418, -81.399298)",1375 Roberts Drive Suite 103,Jacksonville Beach,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1396,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"2370 Market Drive, Fleming Island, FL (30.085356, -81.715334)",2370 Market Drive,Fleming Island,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1397,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"1658 St Vincent's Way Suite 230, Middleburg, FL (30.109881, -81.832623)",1658 St Vincent's Way Suite 230,Middleburg,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1398,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"7015 AC Skinner Parkway Building 100, Jacksonville, FL (30.249728, -81.580067)",7015 AC Skinner Parkway Building 100,Jacksonville,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1399,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"159 North 3rd Street Suite E, Macclenny, FL (30.285999, -82.119408)",159 North 3rd Street Suite E,Macclenny,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1400,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"70 Turin Terrace Suite 210, St Augustine, FL (29.959959, -81.492236)",70 Turin Terrace Suite 210,St Augustine,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1401,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"725 Skymarks Drive Suite 10-1, Jacksonville, FL (30.480807, -81.634958)",725 Skymarks Drive Suite 10-1,Jacksonville,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1402,
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"80 Pinnacles Drive Suite 700, Palm Coast, FL (29.47432, -81.191806)",80 Pinnacles Drive Suite 700,Palm Coast,FL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1403,
Enhancing Oncology Model,Illinois Cancer Specialists,,"1555 Barrington Rd, Suite 235, Hoffman Estates, IL (42.052346, -88.141387)","1555 Barrington Rd, Suite 235",Hoffman Estates,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1404,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"4660 Kenmore Avenue, Suite 1018, Alexandria, VA (38.828211, -77.110358)","4660 Kenmore Avenue, Suite 1018",Alexandria,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1406,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"44035 Riverside Pkwy, Suite 300, Leesburg, VA (39.075166, -77.478425)","44035 Riverside Pkwy, Suite 300",Leesburg,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1411,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"1860 Town Center Dr, Ste 460, Reston, VA (38.961887, -77.365984)","1860 Town Center Dr, Ste 460",Reston,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1412,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"210 West Shirley Ave, Ste 192, Warrenton, VA (38.711472, -77.805673)","210 West Shirley Ave, Ste 192",Warrenton,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1414,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"210 West Shirley Ave, Ste 111, Warrenton, VA (38.711472, -77.805673)","210 West Shirley Ave, Ste 111",Warrenton,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1415,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"227 S Washington St, Ste 100, Alexandria, VA (38.803647, -77.047417)","227 S Washington St, Ste 100",Alexandria,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1416,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"44035 Riverside Pkwy, Ste 310, Leesburg, VA (39.0752497, -77.4810588)","44035 Riverside Pkwy, Ste 310",Leesburg,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"8613 Route #29, #101, Fairfax, VA (38.8722135, -77.244753)","8613 Route #29, #101",Fairfax,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"1100 N Glebe Road, Suite 1600, Arlington, VA (38.8834481, -77.1206189)","1100 N Glebe Road, Suite 1600",Arlington,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"3700 Joseph Siewick Dr, Ste 408, Fairfax, VA (38.8836716, -77.3840738)","3700 Joseph Siewick Dr, Ste 408",Fairfax,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"9450 Innovation Drive, Manassas, VA (38.7508429, -77.5269901)",9450 Innovation Drive,Manassas,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"2280 Opitz Blvd, Ste 130, Woodbridge, VA (38.6349036, -77.285535)","2280 Opitz Blvd, Ste 130",Woodbridge,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,,
Enhancing Oncology Model,HonorHealth Cancer care,,"3645 S. Rome St. , Suite 209, Gilbert, AZ (33.284609, -111.749969)","3645 S. Rome St. , Suite 209",Gilbert,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1417,
Enhancing Oncology Model,HonorHealth Cancer care,,"10320 W. McDowell Rd., #H8025, Avondale, AZ (33.465607, -112.282204)","10320 W. McDowell Rd., #H8025",Avondale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1418,
Enhancing Oncology Model,HonorHealth Cancer care,,"20745 N. Scottsdale Rd., #115, Scottsdale, AZ (33.675483, -111.923589)","20745 N. Scottsdale Rd., #115",Scottsdale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1419,
Enhancing Oncology Model,HonorHealth Cancer care,,"1110 S. Dobson Rd., #1, Chandler, AZ (33.289758, -111.878012)","1110 S. Dobson Rd., #1",Chandler,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1420,
Enhancing Oncology Model,HonorHealth Cancer care,,"7695 S. Research Dr., Tempe, AZ (33.347304, -111.894965)",7695 S. Research Dr.,Tempe,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1421,
Enhancing Oncology Model,HonorHealth Cancer care,,"5750 W. Thunderbird Rd., #C300, Glendale, AZ (33.612642, -112.182045)","5750 W. Thunderbird Rd., #C300",Glendale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1422,
Enhancing Oncology Model,HonorHealth Cancer care,,"10197 N 92nd Street, #101, Scottsdale, AZ (33.578224, -111.878785)","10197 N 92nd Street, #101",Scottsdale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1423,
Enhancing Oncology Model,HonorHealth Cancer care,,"750 S. Ironwood Dr., #102, Apache Junction, AZ (33.408513, -111.563739)","750 S. Ironwood Dr., #102",Apache Junction,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1424,
Enhancing Oncology Model,HonorHealth Cancer care,,"19646 N. 27th Avenue, #301, Phoenix, AZ (33.665378, -112.118338)","19646 N. 27th Avenue, #301",Phoenix,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1425,
Enhancing Oncology Model,HonorHealth Cancer care,,"10460 N. 92nd Street, #200 & #400, Scottsdale, AZ (33.580895, -111.883219)","10460 N. 92nd Street, #200 & #400",Scottsdale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1426,
Enhancing Oncology Model,Self Medical Group,,"1325 Spring Street, Greenwood, SC (34.175238, -82.156707)",1325 Spring Street,Greenwood,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1427,
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"619 19th Street S, Birmingham, AL (33.533614, -86.704734)",619 19th Street S,Birmingham,AL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1428,
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"2145 Bonner Way, Suite 200, Birmingham, AL (33.413432, -86.760058)","2145 Bonner Way, Suite 200",Birmingham,AL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1429,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"524 Moye Blvd, Greenville, NC (35.611137, -77.401283)",524 Moye Blvd,Greenville,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1430,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"1209 Brown Street, Washington, NC (35.550746, -77.03841)",1209 Brown Street,Washington,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1431,
Enhancing Oncology Model,Bozeman Health Deaconess Hospital,,"915 Highland Blvd, Bozeman, MT (45.670059, -111.018981)",915 Highland Blvd,Bozeman,MT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1432,
Enhancing Oncology Model,Bozeman Health Deaconess Hospital,,"931 Highland Blvd, Bozeman, MT (45.670521, -111.020201)",931 Highland Blvd,Bozeman,MT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1433,
Enhancing Oncology Model,HonorHealth Cancer care,,"9250 N. 3rd Street, #3010, Phoenix, AZ (33.570363, -112.070173)","9250 N. 3rd Street, #3010",Phoenix,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1434,
Enhancing Oncology Model,HonorHealth Cancer care,,"3501 N. Scottsdale Rd., #300, Scottsdale, AZ (33.488992, -111.925436)","3501 N. Scottsdale Rd., #300",Scottsdale,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1435,
Enhancing Oncology Model,HonorHealth Cancer care,,"14674 W. Mountain View Blvd., #105, Surprise, AZ (33.655481, -112.376797)","14674 W. Mountain View Blvd., #105",Surprise,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1436,
Enhancing Oncology Model,HonorHealth Cancer care,,"2222 E. Highland Ave. #400, Phoenix, AZ (33.506355, -112.033409)",2222 E. Highland Ave. #400,Phoenix,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1437,
Enhancing Oncology Model,HonorHealth Cancer care,,"3648 W. Anthem Way, A100, Anthem, AZ (33.86722, -112.136594)","3648 W. Anthem Way, A100",Anthem,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1438,
Enhancing Oncology Model,HonorHealth Cancer care,,"6716 E. Palisades Blvd., #103, Fountain Hills, AZ (33.487717, -111.935989)","6716 E. Palisades Blvd., #103",Fountain Hills,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1439,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"326 Professional View Drive, Freehold, NJ (40.233299, -74.318969)",326 Professional View Drive,Freehold,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1440,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"723 N. Beers Street, Holmdel, NJ (40.405274, -74.193535)",723 N. Beers Street,Holmdel,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1441,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"40 Bey Lea Rd Suite A202, Toms River, NJ (39.990618, -74.201608)",40 Bey Lea Rd Suite A202,Toms River,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1442,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"795 Franklin Avenue, Franklin Lakes, NJ (41.022414, -74.204446)",795 Franklin Avenue,Franklin Lakes,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1443,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"92 2nd St, Hackensack, NJ (40.884596, -74.053971)",92 2nd St,Hackensack,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1444,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"260 Old Hook Road, Suite 301, Westwood, NJ (40.983911, -74.015116)","260 Old Hook Road, Suite 301",Westwood,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1445,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"155 State Street, Hackensack, NJ (40.883547, -74.045392)",155 State Street,Hackensack,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1446,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"7650 River Road, 2nd Floor, North Bergen, NJ (40.795818, -73.996731)","7650 River Road, 2nd Floor",North Bergen,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1447,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"57 Kent Road, Howell, NJ (40.13322, -74.227095)",57 Kent Road,Howell,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1448,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"180 White Road, Little Silver, NJ (40.335554, -74.056867)",180 White Road,Little Silver,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1449,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"2177 Oak Tree Road, Suite 104, Edison, NJ (40.576743, -74.384581)","2177 Oak Tree Road, Suite 104",Edison,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1450,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"40 Beylea Road, Suite A202, Toms River, NJ (39.990618, -74.201608)","40 Beylea Road, Suite A202",Toms River,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1451,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"Hope Towers-19 Davis Avenue, 2nd Floor, Neptune, NJ (40.208996, -74.038456)","Hope Towers-19 Davis Avenue, 2nd Floor",Neptune,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1452,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"211 North Main Street, Cape May Courthouse, NJ (39.085569, -74.821322)",211 North Main Street,Cape May Courthouse,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1453,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"Hope Medical Commons, 210 S. Shore Road (Rt. 9), Suite 106, Marmora, NJ (39.259759, -74.652947)","Hope Medical Commons, 210 S. Shore Road (Rt. 9), Suite 106",Marmora,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1454,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"350 Young Avenue, Suite 200, Moorestown, NJ (39.9709143, -74.9448839)","350 Young Avenue, Suite 200",Moorestown,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1455,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"18 Newark-Pompton Turnpike, Riverdale, NJ (40.99613, -74.304554)",18 Newark-Pompton Turnpike,Riverdale,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1456,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"89 Sparta Avenue, Suite 130, Sparta, NJ (41.040373, -74.644004)","89 Sparta Avenue, Suite 130",Sparta,NJ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1457,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"100 Haynes Street, 2nd Floor, Manchester, CT (41.780798, -72.526392)","100 Haynes Street, 2nd Floor",Manchester,CT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1458,
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"345 North Main Street, Suite 318, West Hartford, CT (41.783238, -72.746784)","345 North Main Street, Suite 318",West Hartford,CT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1459,
Enhancing Oncology Model,Christus St. Vincent Hospital,,"490 W. Zia Road, Santa Fe, NM (35.646015, -105.953334)",490 W. Zia Road,Santa Fe,NM,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1460,
Enhancing Oncology Model,Christus St. Vincent Hospital,,"465 St. Michael's Dr. Suite 110, Santa Fe, NM (35.659495, -105.947056)",465 St. Michael's Dr. Suite 110,Santa Fe,NM,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1461,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"113 Virginia Road, Edenton, NC (36.070631, -76.607512)",113 Virginia Road,Edenton,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1462,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"401 N. Main Street, Kenansville, NC (34.964745, -77.960002)",401 N. Main Street,Kenansville,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1463,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"313 Airport Road, Kinston, NC (35.296726, -77.585872)",313 Airport Road,Kinston,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1464,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"250 Smith Church Road, Roanoke Rapids, NC (36.432013, -77.64563)",250 Smith Church Road,Roanoke Rapids,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1465,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"500 S. Academy Street, Ahoskie, NC (36.285176, -76.994756)",500 S. Academy Street,Ahoskie,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1466,
Enhancing Oncology Model,Mercy Clinic Joplin LLC,,"100 Mercy Way, Joplin, MO (37.036573, -94.509755)",100 Mercy Way,Joplin,MO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1467,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1032 McCallie Avenue Suite 200, Chattanooga, TN (35.040877, -85.288927)",1032 McCallie Avenue Suite 200,Chattanooga,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1468,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2390 N Ocoee St, Cleveland, TN (35.177262, -84.866022)",2390 N Ocoee St,Cleveland,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1469,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"397 Wallace Rd Suite 201, Nashville, TN (36.076311, -86.72346)",397 Wallace Rd Suite 201,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1470,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1208 Point Center Drive Suite 110, Chattanooga, TN (35.013012, -85.18702)",1208 Point Center Drive Suite 110,Chattanooga,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1471,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2200 E 3rd St. Suite 100, Chattanooga, TN (35.03898, -85.267696)",2200 E 3rd St. Suite 100,Chattanooga,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1472,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"605 Glenwood Dr Suite 200, Chattnooga, TN (35.040372, -85.260081)",605 Glenwood Dr Suite 200,Chattnooga,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1473,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"225 Big Station Camp Blvd Suite 201, Gallatin, TN (36.357454, -86.537256)",225 Big Station Camp Blvd Suite 201,Gallatin,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1474,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"5073 Main St. Suite 210, Spring Hill, TN (35.767145, -86.919669)",5073 Main St. Suite 210,Spring Hill,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1475,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"776 Weatherly Drive Suite A, Clarksville, TN (36.574349, -87.288613)",776 Weatherly Drive Suite A,Clarksville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1476,
Enhancing Oncology Model,Illinois Cancer Specialists,,"8915 W. Gold Rd, Niles, IL (41.733, -87.572844)",8915 W. Gold Rd,Niles,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1477,
