Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display,Latitude,Longitude
Enhancing Oncology Model,Appalachian Regional Healthcare,,"306 Hospital Drive, Suite 100, South Williamson, KY (37.67638, -82.297066)","306 Hospital Drive, Suite 100",South Williamson,KY,False,,,,,,,Disease-Specific & Episode-Based Models,,1331.0,,37.67638,-82.297066
Enhancing Oncology Model,Appalachian Regional Healthcare,,"37 Ball Park Road, Harlan, KY (36.810303, -83.312571)",37 Ball Park Road,Harlan,KY,False,,,,,,,Disease-Specific & Episode-Based Models,,1332.0,,36.810303,-83.312571
Enhancing Oncology Model,Appalachian Regional Healthcare,,"250 Stanaford Road, Suite 209, Beckley, WV (37.797439, -81.170002)","250 Stanaford Road, Suite 209",Beckley,WV,False,,,,,,,Disease-Specific & Episode-Based Models,,1333.0,,37.797439,-81.170002
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"2000 6th Avenue South, Birmingham, AL (33.507951, -86.800298)",2000 6th Avenue South,Birmingham,AL,False,,,,,,,Disease-Specific & Episode-Based Models,,1334.0,,33.507951,-86.800298
Enhancing Oncology Model,Texas Oncology,,"4301 College Drive, Vernon, TX (34.160799, -99.314962)",4301 College Drive,Vernon,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1335.0,,34.160799,-99.314962
Enhancing Oncology Model,Texas Oncology,,"4352 N. Josey Lane, Carrollton, TX (33.02834, -96.883612)",4352 N. Josey Lane,Carrollton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1336.0,,33.02834,-96.883612
Enhancing Oncology Model,Texas Oncology,,"4450 Sojourn Drive, Addison, TX (32.98201, -96.835277)",4450 Sojourn Drive,Addison,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1337.0,,32.98201,-96.835277
Enhancing Oncology Model,Texas Oncology,,"4461 Coit Road, Frisco, TX (33.114499, -96.769724)",4461 Coit Road,Frisco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1338.0,,33.114499,-96.769724
Enhancing Oncology Model,Texas Oncology,,"450 W. Medical Center Blvd., Webster, TX (29.541928, -95.126716)",450 W. Medical Center Blvd.,Webster,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1339.0,,29.541928,-95.126716
Enhancing Oncology Model,Texas Oncology,,"500 W. 3rd Street, Odessa, TX (31.844829, -102.373053)",500 W. 3rd Street,Odessa,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1340.0,,31.844829,-102.373053
Enhancing Oncology Model,Texas Oncology,,"500 W. Main Street, Lewisville, TX (33.044381, -97.004532)",500 W. Main Street,Lewisville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1341.0,,33.044381,-97.004532
Enhancing Oncology Model,Texas Oncology,,"979 Don Floyd Drive, Midothian, TX (32.4682449, -96.9853202)",979 Don Floyd Drive,Midothian,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1342.0,,32.4682449,-96.9853202
Enhancing Oncology Model,Texas Oncology,,"497 10th Street, Floresville, TX (29.158129, -98.171753)",497 10th Street,Floresville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1343.0,,29.158129,-98.171753
Enhancing Oncology Model,Texas Oncology,,"6130 W. Parker Road, Plano, TX (33.044985, -96.834149)",6130 W. Parker Road,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1344.0,,33.044985,-96.834149
Enhancing Oncology Model,Texas Oncology,,"6500 Harris Parkway, Fort Worth, TX (32.658198, -97.42078)",6500 Harris Parkway,Fort Worth,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1345.0,,32.658198,-97.42078
Enhancing Oncology Model,Texas Oncology,,"7200 State Highway 161, Irving, TX (32.90404, -96.957099)",7200 State Highway 161,Irving,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1346.0,,32.90404,-96.957099
Enhancing Oncology Model,Texas Oncology,,"7848 Gateway East, El Paso, TX (31.755707, -106.3551167)",7848 Gateway East,El Paso,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1347.0,,31.755707,-106.3551167
Enhancing Oncology Model,Texas Oncology,,"500 South Henderson Street, Fort Worth, TX (32.739614, -97.338238)",500 South Henderson Street,Fort Worth,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1348.0,,32.739614,-97.338238
Enhancing Oncology Model,Texas Oncology,,"501 W. Medical Center Blvd., Webster, TX (29.539554, -95.127249)",501 W. Medical Center Blvd.,Webster,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1349.0,,29.539554,-95.127249
Enhancing Oncology Model,Texas Oncology,,"506 S. State Hwy 37, Mt. Vernon, TX (33.188916, -95.225211)",506 S. State Hwy 37,Mt. Vernon,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1350.0,,33.188916,-95.225211
Enhancing Oncology Model,Texas Oncology,,"506 W. Windcrest Street, Fredericksburg, TX (30.264146, -98.88442)",506 W. Windcrest Street,Fredericksburg,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1351.0,,30.264146,-98.88442
Enhancing Oncology Model,Texas Oncology,,"5206 Research Drive, San Antonio, TX (29.540299, -98.587149)",5206 Research Drive,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1352.0,,29.540299,-98.587149
Enhancing Oncology Model,Texas Oncology,,"5236 W. University Dr., McKinney, TX (33.221073, -96.681604)",5236 W. University Dr.,McKinney,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1353.0,,33.221073,-96.681604
Enhancing Oncology Model,Texas Oncology,,"5400 Kell West Blvd., Wichita Falls, TX (33.872143, -98.587365)",5400 Kell West Blvd.,Wichita Falls,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1354.0,,33.872143,-98.587365
Enhancing Oncology Model,Texas Oncology,,"610 31st Street, Hondo, TX (29.335985, -99.135328)",610 31st Street,Hondo,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1355.0,,29.335985,-99.135328
Enhancing Oncology Model,Texas Oncology,,"8160 Walnut Hill Lane, Dallas, TX (32.879541, -96.761274)",8160 Walnut Hill Lane,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1356.0,,32.879541,-96.761274
Enhancing Oncology Model,Texas Oncology,,"5858 W. Main Street, Frisco, TX (33.153536, -96.836859)",5858 W. Main Street,Frisco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1357.0,,33.153536,-96.836859
Enhancing Oncology Model,Texas Oncology,,"5920 W. Parker Road, Plano, TX (33.044703, -96.824136)",5920 W. Parker Road,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1358.0,,33.044703,-96.824136
Enhancing Oncology Model,Texas Oncology,,"6204 Balcones Drive, Austin, TX (30.344843, -97.752742)",6204 Balcones Drive,Austin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1359.0,,30.344843,-97.752742
Enhancing Oncology Model,Texas Oncology,,"6300 W. Parker Road, Plano, TX (33.044986, -96.837195)",6300 W. Parker Road,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1360.0,,33.044986,-96.837195
Enhancing Oncology Model,Texas Oncology,,"6520 Horizon Circle, Waco, TX (31.484515, -97.174161)",6520 Horizon Circle,Waco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1361.0,,31.484515,-97.174161
Enhancing Oncology Model,Texas Oncology,,"694 Hill Country Drive, Kerville, TX (30.043054, -99.150796)",694 Hill Country Drive,Kerville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1362.0,,30.043054,-99.150796
Enhancing Oncology Model,Texas Oncology,,"6957 W. Plano Parkway, Plano, TX (33.016124, -96.777)",6957 W. Plano Parkway,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1363.0,,33.016124,-96.777
Enhancing Oncology Model,Texas Oncology,,"815 S. Washington Ave., Marshall, TX (32.537729, -94.367943)",815 S. Washington Ave.,Marshall,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1364.0,,32.537729,-94.367943
Enhancing Oncology Model,Texas Oncology,,"6807 Emmett F Lowry Expy., Texas City, TX (29.394372, -94.987014)",6807 Emmett F Lowry Expy.,Texas City,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1365.0,,29.394372,-94.987014
Enhancing Oncology Model,Texas Oncology,,"690 North 14th Street, Beaumont, TX (30.087441, -94.133196)",690 North 14th Street,Beaumont,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1366.0,,30.087441,-94.133196
Enhancing Oncology Model,Texas Oncology,,"9180 Pinecroft Drive, The Woodlands, TX (30.175499, -95.453945)",9180 Pinecroft Drive,The Woodlands,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1367.0,,30.175499,-95.453945
Enhancing Oncology Model,Texas Oncology,,"920 Medical Plaza Drive, The Woodlands, TX (30.174036, -95.452598)",920 Medical Plaza Drive,The Woodlands,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1368.0,,30.174036,-95.452598
Enhancing Oncology Model,Texas Oncology,,"7150 N. President George Bush Hwy., Garland, TX (32.980591, -96.66118)",7150 N. President George Bush Hwy.,Garland,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1369.0,,32.980591,-96.66118
Enhancing Oncology Model,Texas Oncology,,"7515 South Main St., Houston, TX (29.69974, -95.409937)",7515 South Main St.,Houston,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1370.0,,29.69974,-95.409937
Enhancing Oncology Model,Texas Oncology,,"800 West Central Texas Expressway, Harker Heights, TX (31.072579, -97.681706)",800 West Central Texas Expressway,Harker Heights,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1371.0,,31.072579,-97.681706
Enhancing Oncology Model,Texas Oncology,,"9750 Hillwood Parkway, Keller, TX (32.936564, -97.240981)",9750 Hillwood Parkway,Keller,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1372.0,,32.936564,-97.240981
Enhancing Oncology Model,Texas Oncology,,"7400 Fannin St., Houston, TX (29.69448, -95.401204)",7400 Fannin St.,Houston,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1373.0,,29.69448,-95.401204
Enhancing Oncology Model,Texas Oncology,,"7777 Forest Lane, Dallas, TX (32.911775, -96.773229)",7777 Forest Lane,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1374.0,,32.911775,-96.773229
Enhancing Oncology Model,Texas Oncology,,"8196 Walnut Hill Lane, Dallas, TX (32.879541, -96.761274)",8196 Walnut Hill Lane,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1375.0,,32.879541,-96.761274
Enhancing Oncology Model,Texas Oncology,,"906 West Randol Mill Road, Arlington, TX (32.749349, -97.118964)",906 West Randol Mill Road,Arlington,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1376.0,,32.749349,-97.118964
Enhancing Oncology Model,Texas Oncology,,"910 E. Houston St., Tyler, TX (32.343987, -95.29135)",910 E. Houston St.,Tyler,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1377.0,,32.343987,-95.29135
Enhancing Oncology Model,Texas Oncology,,"911 Foster Lane, Weatherford, TX (32.749033, -97.78703)",911 Foster Lane,Weatherford,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1378.0,,32.749033,-97.78703
Enhancing Oncology Model,Texas Oncology,,"7950 Floyd Curl Drive, San Antonio, TX (29.512542, -98.575708)",7950 Floyd Curl Drive,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1379.0,,29.512542,-98.575708
Enhancing Oncology Model,Texas Oncology,,"802 Medical Circle, Longview, TX (32.534134, -94.730708)",802 Medical Circle,Longview,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1380.0,,32.534134,-94.730708
Enhancing Oncology Model,Texas Oncology,,"805 West 37th, Austin, TX (30.303627, -97.742604)",805 West 37th,Austin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1381.0,,30.303627,-97.742604
Enhancing Oncology Model,Texas Oncology,,"701 McClintic Drive, Groesbeck, TX (31.530424, -96.530423)",701 McClintic Drive,Groesbeck,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1382.0,,31.530424,-96.530423
Enhancing Oncology Model,Texas Oncology,,"8315 Walnut Hill Lane, Dallas, TX (32.884692, -96.761039)",8315 Walnut Hill Lane,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1383.0,,32.884692,-96.761039
Enhancing Oncology Model,Texas Oncology,,"901 W. 38th Street, Autsin, TX (30.3046087, -97.7450515)",901 W. 38th Street,Autsin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1384.0,,30.3046087,-97.7450515
Enhancing Oncology Model,Texas Oncology,,"9100 Lakeview Pkwy., Rowlett, TX (32.918868, -96.513189)",9100 Lakeview Pkwy.,Rowlett,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1385.0,,32.918868,-96.513189
Enhancing Oncology Model,Texas Oncology,,"400 Rosalind Redfern Grover Pkwy., Midland, TX (31.997566, -102.100201)",400 Rosalind Redfern Grover Pkwy.,Midland,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1386.0,,31.997566,-102.100201
Enhancing Oncology Model,Texas Oncology,,"925 Gessner Road, Houston, TX (29.781791, -95.54515)",925 Gessner Road,Houston,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1387.0,,29.781791,-95.54515
Enhancing Oncology Model,Texas Oncology,,"1507 W. Main Street, Gatesville, TX (31.435215, -97.779162)",1507 W. Main Street,Gatesville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1388.0,,31.435215,-97.779162
Enhancing Oncology Model,"Shenandoah Oncology, P.C.",,"400 Campus Blvd, Suite 100, Winchester, VA (39.197429, -78.189535)","400 Campus Blvd, Suite 100",Winchester,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1389.0,,39.197429,-78.189535
Enhancing Oncology Model,MERCY CLINIC FORT SMITH COMMUNITIES,,"7001 Rogers Ave, Fort Smith, AR (35.355597, -94.353961)",7001 Rogers Ave,Fort Smith,AR,False,,,,,,,Disease-Specific & Episode-Based Models,,1390.0,,35.355597,-94.353961
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"2 Shircliff Way Suite 800, Jacksonville, FL (30.307576, -81.688797)",2 Shircliff Way Suite 800,Jacksonville,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1391.0,,30.307576,-81.688797
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"121 Whitehall Drive, St Augustine, FL (29.856383, -81.331052)",121 Whitehall Drive,St Augustine,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1392.0,,29.856383,-81.331052
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"5742 Booth Road Suite A, Jacksonville, FL (30.287327, -81.605528)",5742 Booth Road Suite A,Jacksonville,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1393.0,,30.287327,-81.605528
Enhancing Oncology Model,Edwards Comprehensive Cancer Center@ Cabell Huntington Hospital,,"1600 Hal Greer Boulevard, Huntington, WV (38.404513, -82.427897)",1600 Hal Greer Boulevard,Huntington,WV,False,,,,,,,Disease-Specific & Episode-Based Models,,1394.0,,38.404513,-82.427897
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"14546 Old St Augustine Road, Bldg 1  Suite 317, Jacksonville, FL (30.138748, -81.535283)","14546 Old St Augustine Road, Bldg 1 Suite 317",Jacksonville,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1395.0,,30.138748,-81.535283
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"1375 Roberts Drive Suite 103, Jacksonville Beach, FL (30.273418, -81.399298)",1375 Roberts Drive Suite 103,Jacksonville Beach,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1396.0,,30.273418,-81.399298
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"2370 Market Drive, Fleming Island, FL (30.085356, -81.715334)",2370 Market Drive,Fleming Island,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1397.0,,30.085356,-81.715334
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"1658 St Vincent's Way Suite 230, Middleburg, FL (30.109881, -81.832623)",1658 St Vincent's Way Suite 230,Middleburg,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1398.0,,30.109881,-81.832623
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"7015 AC Skinner Parkway Building 100, Jacksonville, FL (30.249728, -81.580067)",7015 AC Skinner Parkway Building 100,Jacksonville,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1399.0,,30.249728,-81.580067
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"159 North 3rd Street Suite E, Macclenny, FL (30.285999, -82.119408)",159 North 3rd Street Suite E,Macclenny,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1400.0,,30.285999,-82.119408
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"70 Turin Terrace Suite 210, St Augustine, FL (29.959959, -81.492236)",70 Turin Terrace Suite 210,St Augustine,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1401.0,,29.959959,-81.492236
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"725 Skymarks Drive Suite 10-1, Jacksonville, FL (30.480807, -81.634958)",725 Skymarks Drive Suite 10-1,Jacksonville,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1402.0,,30.480807,-81.634958
Enhancing Oncology Model,CANCER SPECIALISTS LLC,,"80 Pinnacles Drive Suite 700, Palm Coast, FL (29.47432, -81.191806)",80 Pinnacles Drive Suite 700,Palm Coast,FL,False,,,,,,,Disease-Specific & Episode-Based Models,,1403.0,,29.47432,-81.191806
Enhancing Oncology Model,Illinois Cancer Specialists,,"1555 Barrington Rd, Suite 235, Hoffman Estates, IL (42.052346, -88.141387)","1555 Barrington Rd, Suite 235",Hoffman Estates,IL,False,,,,,,,Disease-Specific & Episode-Based Models,,1404.0,,42.052346,-88.141387
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"4660 Kenmore Avenue, Suite 1018, Alexandria, VA (38.828211, -77.110358)","4660 Kenmore Avenue, Suite 1018",Alexandria,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1406.0,,38.828211,-77.110358
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"44035 Riverside Pkwy, Suite 300, Leesburg, VA (39.075166, -77.478425)","44035 Riverside Pkwy, Suite 300",Leesburg,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1411.0,,39.075166,-77.478425
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"1860 Town Center Dr, Ste 460, Reston, VA (38.961887, -77.365984)","1860 Town Center Dr, Ste 460",Reston,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1412.0,,38.961887,-77.365984
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"210 West Shirley Ave, Ste 192, Warrenton, VA (38.711472, -77.805673)","210 West Shirley Ave, Ste 192",Warrenton,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1414.0,,38.711472,-77.805673
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"210 West Shirley Ave, Ste 111, Warrenton, VA (38.711472, -77.805673)","210 West Shirley Ave, Ste 111",Warrenton,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1415.0,,38.711472,-77.805673
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"227 S Washington St, Ste 100, Alexandria, VA (38.803647, -77.047417)","227 S Washington St, Ste 100",Alexandria,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1416.0,,38.803647,-77.047417
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"44035 Riverside Pkwy, Ste 310, Leesburg, VA (39.0752497, -77.4810588)","44035 Riverside Pkwy, Ste 310",Leesburg,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,39.0752497,-77.4810588
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"8613 Route #29, #101, Fairfax, VA (38.8722135, -77.244753)","8613 Route #29, #101",Fairfax,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,38.8722135,-77.244753
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"1100 N Glebe Road, Suite 1600, Arlington, VA (38.8834481, -77.1206189)","1100 N Glebe Road, Suite 1600",Arlington,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,38.8834481,-77.1206189
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"3700 Joseph Siewick Dr, Ste 408, Fairfax, VA (38.8836716, -77.3840738)","3700 Joseph Siewick Dr, Ste 408",Fairfax,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,38.8836716,-77.3840738
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"9450 Innovation Drive, Manassas, VA (38.7508429, -77.5269901)",9450 Innovation Drive,Manassas,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,38.7508429,-77.5269901
Enhancing Oncology Model,"Virginia Cancer Specialists, P.C.",,"2280 Opitz Blvd, Ste 130, Woodbridge, VA (38.6349036, -77.285535)","2280 Opitz Blvd, Ste 130",Woodbridge,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,,,38.6349036,-77.285535
Enhancing Oncology Model,HonorHealth Cancer care,,"3645 S. Rome St. , Suite 209, Gilbert, AZ (33.284609, -111.749969)","3645 S. Rome St. , Suite 209",Gilbert,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1417.0,,33.284609,-111.749969
Enhancing Oncology Model,HonorHealth Cancer care,,"10320 W. McDowell Rd., #H8025, Avondale, AZ (33.465607, -112.282204)","10320 W. McDowell Rd., #H8025",Avondale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1418.0,,33.465607,-112.282204
Enhancing Oncology Model,HonorHealth Cancer care,,"20745 N. Scottsdale Rd., #115, Scottsdale, AZ (33.675483, -111.923589)","20745 N. Scottsdale Rd., #115",Scottsdale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1419.0,,33.675483,-111.923589
Enhancing Oncology Model,HonorHealth Cancer care,,"1110 S. Dobson Rd., #1, Chandler, AZ (33.289758, -111.878012)","1110 S. Dobson Rd., #1",Chandler,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1420.0,,33.289758,-111.878012
Enhancing Oncology Model,HonorHealth Cancer care,,"7695 S. Research Dr., Tempe, AZ (33.347304, -111.894965)",7695 S. Research Dr.,Tempe,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1421.0,,33.347304,-111.894965
Enhancing Oncology Model,HonorHealth Cancer care,,"5750 W. Thunderbird Rd., #C300, Glendale, AZ (33.612642, -112.182045)","5750 W. Thunderbird Rd., #C300",Glendale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1422.0,,33.612642,-112.182045
Enhancing Oncology Model,HonorHealth Cancer care,,"10197 N 92nd Street, #101, Scottsdale, AZ (33.578224, -111.878785)","10197 N 92nd Street, #101",Scottsdale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1423.0,,33.578224,-111.878785
Enhancing Oncology Model,HonorHealth Cancer care,,"750 S. Ironwood Dr., #102, Apache Junction, AZ (33.408513, -111.563739)","750 S. Ironwood Dr., #102",Apache Junction,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1424.0,,33.408513,-111.563739
Enhancing Oncology Model,HonorHealth Cancer care,,"19646 N. 27th Avenue, #301, Phoenix, AZ (33.665378, -112.118338)","19646 N. 27th Avenue, #301",Phoenix,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1425.0,,33.665378,-112.118338
Enhancing Oncology Model,HonorHealth Cancer care,,"10460 N. 92nd Street, #200 & #400, Scottsdale, AZ (33.580895, -111.883219)","10460 N. 92nd Street, #200 & #400",Scottsdale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1426.0,,33.580895,-111.883219
Enhancing Oncology Model,Self Medical Group,,"1325 Spring Street, Greenwood, SC (34.175238, -82.156707)",1325 Spring Street,Greenwood,SC,False,,,,,,,Disease-Specific & Episode-Based Models,,1427.0,,34.175238,-82.156707
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"619 19th Street S, Birmingham, AL (33.533614, -86.704734)",619 19th Street S,Birmingham,AL,False,,,,,,,Disease-Specific & Episode-Based Models,,1428.0,,33.533614,-86.704734
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"2145 Bonner Way, Suite 200, Birmingham, AL (33.413432, -86.760058)","2145 Bonner Way, Suite 200",Birmingham,AL,False,,,,,,,Disease-Specific & Episode-Based Models,,1429.0,,33.413432,-86.760058
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"524 Moye Blvd, Greenville, NC (35.611137, -77.401283)",524 Moye Blvd,Greenville,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1430.0,,35.611137,-77.401283
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"1209 Brown Street, Washington, NC (35.550746, -77.03841)",1209 Brown Street,Washington,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1431.0,,35.550746,-77.03841
Enhancing Oncology Model,Bozeman Health Deaconess Hospital,,"915 Highland Blvd, Bozeman, MT (45.670059, -111.018981)",915 Highland Blvd,Bozeman,MT,False,,,,,,,Disease-Specific & Episode-Based Models,,1432.0,,45.670059,-111.018981
Enhancing Oncology Model,Bozeman Health Deaconess Hospital,,"931 Highland Blvd, Bozeman, MT (45.670521, -111.020201)",931 Highland Blvd,Bozeman,MT,False,,,,,,,Disease-Specific & Episode-Based Models,,1433.0,,45.670521,-111.020201
Enhancing Oncology Model,HonorHealth Cancer care,,"9250 N. 3rd Street, #3010, Phoenix, AZ (33.570363, -112.070173)","9250 N. 3rd Street, #3010",Phoenix,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1434.0,,33.570363,-112.070173
Enhancing Oncology Model,HonorHealth Cancer care,,"3501 N. Scottsdale Rd., #300, Scottsdale, AZ (33.488992, -111.925436)","3501 N. Scottsdale Rd., #300",Scottsdale,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1435.0,,33.488992,-111.925436
Enhancing Oncology Model,HonorHealth Cancer care,,"14674 W. Mountain View Blvd., #105, Surprise, AZ (33.655481, -112.376797)","14674 W. Mountain View Blvd., #105",Surprise,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1436.0,,33.655481,-112.376797
Enhancing Oncology Model,HonorHealth Cancer care,,"2222 E. Highland Ave. #400, Phoenix, AZ (33.506355, -112.033409)",2222 E. Highland Ave. #400,Phoenix,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1437.0,,33.506355,-112.033409
Enhancing Oncology Model,HonorHealth Cancer care,,"3648 W. Anthem Way, A100, Anthem, AZ (33.86722, -112.136594)","3648 W. Anthem Way, A100",Anthem,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1438.0,,33.86722,-112.136594
Enhancing Oncology Model,HonorHealth Cancer care,,"6716 E. Palisades Blvd., #103, Fountain Hills, AZ (33.487717, -111.935989)","6716 E. Palisades Blvd., #103",Fountain Hills,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1439.0,,33.487717,-111.935989
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"326 Professional View Drive, Freehold, NJ (40.233299, -74.318969)",326 Professional View Drive,Freehold,NJ,False,,,,,,,Disease-Specific & Episode-Based Models,,1440.0,,40.233299,-74.318969
Enhancing Oncology Model,Regional Cancer Care Associates LLC,,"723 N. Beers Street, Holmdel, NJ (40.405274, -74.193535)",723 N. Beers Street,Holmdel,NJ,False,,,,,,,Disease-Specific & Episode-Based Models,,1441.0,,40.405274,-74.193535
